2140,House,Maison bourgeoise ,575000,None,5,255,None,,None,No,True,2,None,None,None,to be renovated
9000,House,Maison bourgeoise ,298000,None,2,142,None,,None,No,True,1,None,None,None,None
3500,House,Maison bourgeoise ,449000,None,3,265,None,,None,No,True,2,None,None,None,to be renovated
8400,House,Maison bourgeoise ,725000,None,3,308,None,,None,No,True,2,None,None,None,New
1800,House,Maison bourgeoise ,399000,None,4,160,None,,None,No,True,2,None,None,None,to be renovated
1020,House,Maison bourgeoise ,675000,None,6,260,None,,None,No,True,3,None,None,None,fairly new
9700,House,Maison bourgeoise ,398000,None,7,566,None,,None,No,True,1,None,None,None,None
None,None,None,None,None,None,None,None,No,None,No,None,None,None,None,None,None
7542,House,Maison bourgeoise ,540000,None,3,240,None,,None,No,None,None,None,None,None,None
7603,House,Maison bourgeoise ,849000,None,3,None,None,No,None,No,None,None,None,None,None,to be renovated
8400,House,Maison bourgeoise ,299000,None,4,244,None,,None,No,None,2,None,None,None,to be renovated
9700,House,Maison bourgeoise ,1249000,None,4,420,None,,None,No,None,2,None,None,None,None
8870,House,Maison bourgeoise ,145000,None,3,None,None,,None,No,None,1,None,None,None,None
8890,House,Maison bourgeoise ,185000,None,2,180,None,No,None,No,True,1,None,None,None,to be renovated
9000,House,Maison bourgeoise ,680000,None,6,263,None,,None,No,True,1,None,None,None,None
8900,House,Maison bourgeoise ,None,None,8,None,None,No,None,No,None,None,None,None,None,to be renovated
9000,House,Maison bourgeoise ,625000,None,4,247,None,,None,No,True,4,None,None,None,to be renovated
3980,House,Maison bourgeoise ,225000,None,3,None,None,No,None,No,None,1,None,None,None,to be renovated
5002,House,Maison bourgeoise ,520000,None,4,245,None,,None,No,True,2,None,None,None,None
9050,House,Maison bourgeoise ,449000,None,4,231,None,,None,No,True,1,None,None,None,to be renovated
1070,House,Maison bourgeoise ,375000,None,3,165,None,,None,No,None,1,None,None,None,None
9990,House,Maison bourgeoise ,585000,None,4,220,None,,None,No,True,3,None,None,None,to be renovated
7780,House,Maison bourgeoise ,134900,None,3,None,None,,None,No,None,1,None,None,None,fairly new
9600,House,Maison bourgeoise ,335000,None,5,418,None,,None,No,None,1,None,None,None,to be renovated
6997,House,Chalet ,299000,None,5,264,None,,None,No,True,1,None,None,None,New
9190,House,Chalet ,120000,None,1,49,None,No,None,No,None,None,None,None,None,to be renovated
9190,House,Chalet ,229900,None,3,161,None,,None,No,True,2,None,None,None,New
6690,House,Chalet ,210000,None,2,None,None,No,None,No,None,None,None,None,None,None
6940,House,Chalet ,165000,None,2,90,None,Yes,None,No,True,1,None,None,None,fairly new
5600,House,Chalet ,80000,None,2,None,None,No,None,No,True,1,None,None,None,None
5542,House,Chalet ,59000,None,2,40,None,Yes,None,No,True,1,None,None,None,New
3621,House,Chalet ,49000,None,2,60,None,,None,No,True,1,None,None,None,fairly new
5542,House,Chalet ,65000,None,2,None,None,No,None,No,None,1,None,None,None,None
2275,House,Chalet ,95000,None,2,65,None,,None,No,True,1,None,None,None,to be renovated
6997,House,Chalet ,49000,None,2,39,None,Yes,None,No,None,1,None,None,None,New
2230,House,Chalet ,55000,None,1,66,None,,None,No,True,1,None,None,None,None
2230,House,Chalet ,65000,None,1,41,None,,None,No,True,1,None,None,None,None
6997,House,Chalet ,99000,None,3,72,None,Yes,None,No,True,1,None,None,None,None
2270,House,Chalet ,75000,None,1,70,None,,None,No,True,1,None,None,None,to be renovated
5377,House,Chalet ,145000,None,2,136,None,No,None,No,True,None,None,None,None,None
6440,House,Chalet ,90000,None,2,60,None,,None,No,True,1,None,None,None,None
6460,House,Chalet ,80000,None,None,60,None,No,None,No,None,None,None,None,None,None
6460,House,Chalet ,94000,None,None,72,None,Yes,None,No,None,None,None,None,None,None
5520,House,Chalet ,38000,None,1,49,None,Yes,None,No,True,1,None,None,None,None
6440,House,Chalet ,35000,None,2,38,None,No,None,No,True,1,None,None,None,fairly new
2470,House,Chalet ,125000,None,2,68,None,,None,No,True,1,None,None,None,None
6940,House,Chalet ,39500,None,1,None,None,No,None,No,None,None,None,None,None,None
6997,House,Chalet ,299000,None,5,264,None,,None,No,True,1,None,None,None,New
2310,House,Chalet ,125000,None,2,76,None,Yes,None,No,True,1,None,None,None,to be renovated
9290,House,Chalet ,169000,None,2,48,None,,None,No,True,1,None,None,None,New
5530,House,Chalet ,59000,None,1,48,None,,None,No,None,1,None,None,None,None
4980,House,Chalet ,120000,None,3,None,None,No,None,No,None,None,None,None,None,None
4980,House,Chalet ,120000,None,3,None,None,No,None,No,None,None,None,None,None,None
4140,House,Chalet ,95000,None,2,64,None,No,None,No,True,1,None,None,None,fairly new
8420,House,Chalet ,95000,None,2,60,None,,None,No,True,1,None,None,None,None
9982,House,Chalet ,72000,None,2,None,None,,None,No,True,1,None,None,None,New
5377,House,Chalet ,110000,None,1,45,None,Yes,None,No,True,1,None,None,None,to be renovated
6440,House,Chalet ,155000,None,2,93,None,,None,No,True,None,None,None,None,None
None,None,None,None,None,None,None,None,No,None,No,None,None,None,None,None,None
6987,House,Chalet ,174900,None,4,100,None,Yes,None,No,None,2,None,None,None,None
6997,House,Chalet ,180000,None,2,50,None,,None,No,None,1,None,None,None,fairly new
None,None,None,None,None,None,None,None,No,None,No,None,None,None,None,None,None
2382,House,Chalet ,79500,None,2,60,None,,None,No,True,1,None,None,None,to be renovated
6997,House,Chalet ,50000,None,2,35,None,,None,No,None,1,None,None,None,None
9140,House,Chalet ,259000,None,3,None,None,,None,No,True,1,None,None,None,New
6997,House,Chalet ,70000,None,2,None,None,,None,No,True,2,None,None,None,None
2660,House,Maison unifamiliale ,359500,None,4,165,None,,None,No,True,None,None,None,None,None
2140,House,Maison unifamiliale ,285000,None,3,178,None,,None,No,True,2,None,None,None,New
9340,House,Maison unifamiliale ,346533,None,3,None,None,No,None,No,True,1,None,None,None,None
3500,House,Maison unifamiliale ,379000,None,3,None,None,,None,No,True,None,None,None,None,None
3530,House,Maison unifamiliale ,329000,None,3,None,None,No,None,No,None,None,None,None,None,None
2280,House,Maison unifamiliale ,435000,None,3,None,None,,None,No,True,2,None,None,None,None
3630,House,Maison unifamiliale ,269000,None,4,None,None,,None,No,True,1,None,None,None,New
3590,House,Maison unifamiliale ,269000,None,4,180,None,,None,No,None,1,None,None,None,to be renovated
3920,House,Maison unifamiliale ,285000,None,3,135,None,,None,No,True,1,None,None,None,to be renovated
3960,House,Maison unifamiliale ,211000,None,3,None,None,No,None,No,None,None,None,None,None,New
3960,House,Maison unifamiliale ,211000,None,3,None,None,No,None,No,None,None,None,None,None,New
3530,House,Maison unifamiliale ,229000,None,3,211,None,,None,No,True,1,None,None,None,to be renovated
3920,House,Maison unifamiliale ,250000,None,3,142,None,,None,No,None,1,None,None,None,to be renovated
3510,House,Maison unifamiliale ,395478,None,3,190,None,No,None,No,None,1,None,None,None,None
3510,House,Maison unifamiliale ,314906,None,3,136,None,No,None,No,None,None,None,None,None,None
3520,House,Maison unifamiliale ,371880,None,3,None,None,No,None,No,None,None,None,None,None,None
3700,House,Maison unifamiliale ,279000,None,3,175,None,,None,No,True,2,None,None,None,to be renovated
3620,House,Maison unifamiliale ,329000,None,4,137,None,,None,No,True,1,None,None,None,to be renovated
3700,House,Maison unifamiliale ,149000,None,3,123,None,,None,No,True,1,None,None,None,to be renovated
1600,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,None
9120,House,Maison unifamiliale ,247000,None,2,155,None,No,None,No,True,1,None,None,None,to be renovated
3945,House,Maison unifamiliale ,285000,None,3,168,None,,None,No,True,2,None,None,None,New
2222,House,Maison unifamiliale ,195000,None,4,None,None,No,None,No,True,1,None,None,None,to be renovated
3920,House,Maison unifamiliale ,343617,None,3,None,None,No,None,No,None,None,None,None,None,New
2230,House,Maison unifamiliale ,225000,None,4,None,None,No,None,No,None,None,None,None,None,to be renovated
4020,House,Maison unifamiliale ,99000,None,3,120,None,,None,No,True,1,None,None,None,to be renovated
3940,House,Maison unifamiliale ,279000,None,3,130,None,No,None,No,True,1,None,None,None,New
3670,House,Maison unifamiliale ,215000,None,4,152,None,,None,No,None,1,None,None,None,to be renovated
2300,House,Maison unifamiliale ,325000,None,4,None,None,,None,No,True,1,None,None,None,to be renovated
2830,House,Maison unifamiliale ,260000,None,3,126,None,No,None,No,None,1,None,None,None,to be renovated
2260,House,Maison unifamiliale ,439000,None,3,None,None,No,None,No,None,None,None,None,None,New
3740,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,None
3920,House,Maison unifamiliale ,215000,None,4,173,None,,None,No,None,2,None,None,None,to be renovated
8750,House,Maison unifamiliale ,295000,None,3,203,None,,None,No,True,1,None,None,None,to be renovated
3840,House,Maison unifamiliale ,235000,None,3,None,None,,None,No,True,None,None,None,None,None
3600,House,Maison unifamiliale ,145000,None,3,115,None,No,None,No,True,1,None,None,None,to be renovated
9450,House,Maison unifamiliale ,225000,None,4,144,None,,None,No,True,1,None,None,None,None
8434,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,None
1570,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,New
2560,House,Maison unifamiliale ,249000,None,3,None,None,,None,No,None,1,None,None,None,to be renovated
3600,House,Maison unifamiliale ,299000,None,4,193,None,,None,No,True,1,None,None,None,to be renovated
8750,House,Maison unifamiliale ,248150,None,None,None,None,No,None,No,None,None,None,None,None,None
3290,House,Maison unifamiliale ,235000,None,3,145,None,No,None,No,True,2,None,None,None,to be renovated
9000,House,Maison unifamiliale ,339000,None,1,100,None,,None,No,True,1,None,None,None,New
2220,House,Maison unifamiliale ,369000,None,3,206,None,,None,No,True,1,None,None,None,to be renovated
3582,House,Maison unifamiliale ,299000,None,4,242,None,No,None,No,None,None,None,None,None,to be renovated
3560,House,Maison unifamiliale ,339000,None,3,None,None,No,None,No,None,1,None,None,None,New
3400,House,Maison unifamiliale ,249000,None,3,180,None,,None,No,True,1,None,None,None,None
9470,House,Maison unifamiliale ,360000,None,3,None,None,,None,No,True,1,None,None,None,fairly new
3650,House,Maison unifamiliale ,189000,None,4,None,None,No,None,No,None,None,None,None,None,None
2940,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,None
9960,House,Maison unifamiliale ,359500,None,3,150,None,No,None,No,True,1,None,None,None,New
9520,House,Maison unifamiliale ,387000,None,3,210,None,,None,No,None,1,None,None,None,New
9520,House,Maison unifamiliale ,354000,None,3,150,None,,None,No,None,1,None,None,None,New
2222,House,Maison unifamiliale ,479000,None,4,239,None,,None,No,True,1,None,None,None,New
2560,House,Maison unifamiliale ,369000,None,4,None,None,,None,No,True,1,None,None,None,None
9060,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,New
3500,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,New
3600,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,None
3590,House,Maison unifamiliale ,215000,None,2,107,None,,None,No,True,1,None,None,None,to be renovated
1490,House,Maison unifamiliale ,260000,None,3,140,None,No,None,No,True,1,None,None,None,to be renovated
8400,House,Maison unifamiliale ,219000,None,5,174,None,,None,No,True,1,None,None,None,None
3350,House,Maison unifamiliale ,258000,None,2,170,None,,None,No,True,1,None,None,None,None
1750,House,Maison unifamiliale ,325000,None,3,None,None,,None,No,True,1,None,None,None,to be renovated
9450,House,Maison unifamiliale ,169000,None,4,180,None,,None,No,True,1,None,None,None,None
9060,House,Maison unifamiliale ,332000,None,4,155,None,,None,No,True,1,None,None,None,to be renovated
9100,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,New
1600,House,Maison unifamiliale ,349000,None,3,140,None,,None,No,None,1,None,None,None,fairly new
3960,House,Maison unifamiliale ,280000,None,2,115,None,,None,No,None,1,None,None,None,New
3960,House,Maison unifamiliale ,295000,None,3,140,None,,None,No,None,1,None,None,None,New
2380,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,New
3590,House,Maison unifamiliale ,304400,None,3,185,None,,None,No,None,1,None,None,None,New
3590,House,Maison unifamiliale ,312450,None,3,182,None,No,None,No,None,1,None,None,None,New
3590,House,Maison unifamiliale ,357950,None,3,220,None,,None,No,None,1,None,None,None,New
3590,House,Maison unifamiliale ,311990,None,3,192,None,,None,No,None,1,None,None,None,New
2170,House,Maison unifamiliale ,350000,None,3,182,None,,None,No,None,1,None,None,None,to be renovated
3220,House,Maison unifamiliale ,319000,None,3,None,None,,None,No,None,1,None,None,None,New
3220,House,Maison unifamiliale ,223000,None,3,None,None,,None,No,None,None,None,None,None,New
3583,House,Maison unifamiliale ,225286,None,3,154,None,No,None,No,True,1,None,None,None,New
3550,House,Maison unifamiliale ,229000,None,2,185,None,No,None,No,None,None,None,None,None,to be renovated
3270,House,Maison unifamiliale ,385000,None,3,260,None,,None,No,True,1,None,None,None,New
9500,House,Maison unifamiliale ,195000,None,4,180,None,,None,No,None,1,None,None,None,to be renovated
8552,House,Maison unifamiliale ,279000,None,3,145,None,,None,No,True,1,None,None,None,New
3550,House,Maison unifamiliale ,315000,None,3,221,None,,None,No,True,1,None,None,None,fairly new
3550,House,Maison unifamiliale ,309000,None,3,182,None,No,None,No,None,None,None,None,None,New
3580,House,Maison unifamiliale ,319000,None,4,195,None,,None,No,True,1,None,None,None,fairly new
1502,House,Maison unifamiliale ,270000,None,3,129,None,,None,No,True,1,None,None,None,to be renovated
3500,House,Maison unifamiliale ,312450,None,3,182,None,No,None,No,None,1,None,None,None,None
3500,House,Maison unifamiliale ,304400,None,3,185,None,No,None,No,None,1,None,None,None,None
3500,House,Maison unifamiliale ,357950,None,3,None,None,No,None,No,None,1,None,None,None,New
2660,House,Maison unifamiliale ,309900,None,4,125,None,,None,No,True,1,None,None,None,None
9520,House,Maison unifamiliale ,245000,None,4,198,None,,None,No,True,1,None,None,None,to be renovated
3945,House,Maison unifamiliale ,179000,None,3,145,None,,None,No,True,1,None,None,None,to be renovated
3550,House,Maison unifamiliale ,225000,None,3,150,None,No,None,No,None,None,None,None,None,to be renovated
3920,House,Maison unifamiliale ,279980,None,3,None,None,No,None,No,None,None,None,None,None,None
3920,House,Maison unifamiliale ,265000,None,3,183,None,,None,No,True,1,None,None,None,to be renovated
3971,House,Maison unifamiliale ,245500,None,3,144,None,No,None,No,True,1,None,None,None,New
3581,House,Maison unifamiliale ,231740,None,3,158,None,No,None,No,True,1,None,None,None,New
9400,House,Maison unifamiliale ,169000,None,3,125,None,,None,No,True,2,None,None,None,None
9400,House,Maison unifamiliale ,315000,None,3,None,None,,None,No,True,1,None,None,None,None
9473,House,Maison unifamiliale ,149000,None,2,104,None,,None,No,True,1,None,None,None,to be renovated
9400,House,Maison unifamiliale ,215000,None,2,137,None,,None,No,True,1,None,None,None,None
3600,House,Maison unifamiliale ,295000,None,3,210,None,,None,No,True,2,None,None,None,to be renovated
3600,House,Maison unifamiliale ,324000,None,4,155,None,No,None,No,True,1,None,None,None,New
3570,House,Maison unifamiliale ,325455,None,3,147,None,,None,No,True,1,None,None,None,New
3500,House,Maison unifamiliale ,275000,None,3,None,None,,None,No,True,1,None,None,None,to be renovated
2660,House,Maison unifamiliale ,249000,None,6,204,None,,None,No,None,2,None,None,None,to be renovated
3630,House,Maison unifamiliale ,225000,None,3,117,None,,None,No,True,1,None,None,None,to be renovated
9630,House,Maison unifamiliale ,285000,None,4,None,None,,None,No,True,1,None,None,None,to be renovated
2440,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,New
8820,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,New
3930,House,Maison unifamiliale ,246500,None,3,195,None,,None,No,True,1,None,None,None,to be renovated
3290,House,Maison unifamiliale ,385000,None,4,225,None,,None,No,True,1,None,None,None,fairly new
8450,House,Maison unifamiliale ,346000,None,4,None,None,,None,No,True,1,None,None,None,New
6020,House,Maison unifamiliale ,149000,None,2,130,None,,None,No,True,1,None,None,None,to be renovated
2490,House,Maison unifamiliale ,225000,None,3,162,None,,None,No,True,1,None,None,None,to be renovated
9880,House,Maison unifamiliale ,275000,None,3,115,None,,None,No,True,1,None,None,None,New
3550,House,Maison unifamiliale ,325000,None,3,160,None,No,None,No,None,2,None,None,None,to be renovated
8670,House,Maison unifamiliale ,355000,None,4,None,None,,None,No,True,1,None,None,None,to be renovated
3630,House,Maison unifamiliale ,430000,None,5,175,None,,None,No,True,1,None,None,None,to be renovated
3583,House,Maison unifamiliale ,295000,None,3,156,None,,None,No,True,1,None,None,None,to be renovated
2400,House,Maison unifamiliale ,325000,None,3,190,None,,None,No,True,1,None,None,None,New
None,None,None,None,None,None,None,None,No,None,No,None,None,None,None,None,None
9970,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,New
8650,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,New
8000,House,Maison unifamiliale ,285000,None,3,None,None,,None,No,None,1,None,None,None,None
8000,House,Maison unifamiliale ,285000,None,3,None,None,,None,No,None,1,None,None,None,None
3210,House,Maison unifamiliale ,290000,None,3,139,None,,None,No,True,1,None,None,None,to be renovated
2310,House,Maison unifamiliale ,390000,None,3,None,None,,None,No,None,1,None,None,None,fairly new
3930,House,Maison unifamiliale ,199999,None,3,150,None,,None,No,None,1,None,None,None,to be renovated
3650,House,Maison unifamiliale ,298000,None,3,150,None,,None,No,True,1,None,None,None,New
4020,House,Maison unifamiliale ,155000,None,3,None,None,,None,No,None,3,None,None,None,None
9472,House,Maison unifamiliale ,215000,None,3,110,None,,None,No,True,1,None,None,None,New
8400,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,None
2440,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,New
2250,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,None
3910,House,Maison unifamiliale ,None,None,3,114,None,,None,No,True,1,None,None,None,to be renovated
3930,House,Maison unifamiliale ,195000,None,3,134,None,,None,No,True,1,None,None,None,New
3930,House,Maison unifamiliale ,195000,None,3,142,None,,None,No,True,1,None,None,None,New
8870,House,Maison unifamiliale ,239500,None,3,136,None,,None,No,True,2,None,None,None,None
8800,House,Maison unifamiliale ,152500,None,3,200,None,,None,No,True,None,None,None,None,to be renovated
3560,House,Maison unifamiliale ,350000,None,3,201,None,,None,No,None,1,None,None,None,fairly new
2890,House,Maison unifamiliale ,369000,None,4,270,None,,None,No,True,1,None,None,None,to be renovated
1160,House,Maison unifamiliale ,380000,None,5,178,None,,None,No,True,1,None,None,None,to be renovated
1160,House,Maison unifamiliale ,385000,None,3,175,None,,None,No,True,1,None,None,None,to be renovated
9970,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,New
8800,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,New
3012,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,New
None,None,None,None,None,None,None,None,No,None,No,None,None,None,None,None,None
3020,House,Maison unifamiliale ,349000,None,3,130,None,,None,No,True,1,None,None,None,None
3740,House,Maison unifamiliale ,349000,None,4,None,None,,None,No,True,2,None,None,None,to be renovated
3930,House,Maison unifamiliale ,318000,None,1,210,None,,None,No,True,1,None,None,None,fairly new
3740,House,Maison unifamiliale ,259000,None,3,175,None,,None,No,None,1,None,None,None,to be renovated
3550,House,Maison unifamiliale ,255000,None,3,210,None,No,None,No,True,1,None,None,None,New
3700,House,Maison unifamiliale ,254000,None,3,None,None,,None,No,None,2,None,None,None,to be renovated
6061,House,Maison unifamiliale ,109000,None,3,None,None,,None,No,True,1,None,None,None,None
6200,House,Maison unifamiliale ,229000,None,5,None,None,,None,No,True,1,None,None,None,None
3620,House,Maison unifamiliale ,350000,None,4,195,None,,None,No,None,1,None,None,None,fairly new
2830,House,Maison unifamiliale ,365000,None,4,None,None,,None,No,True,1,None,None,None,None
2220,House,Maison unifamiliale ,325000,None,2,None,None,,None,No,True,1,None,None,None,fairly new
8400,House,Maison unifamiliale ,365000,None,3,100,None,,None,No,None,1,None,None,None,fairly new
3800,House,Maison unifamiliale ,247933,None,3,110,None,,None,No,True,1,None,None,None,New
3800,House,Maison unifamiliale ,265000,None,2,100,None,,None,No,True,1,None,None,None,to be renovated
8951,House,Maison unifamiliale ,260000,None,3,160,None,,None,No,None,1,None,None,None,New
8900,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,None
2560,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,New
9550,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,New
9900,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,None
6060,House,Maison unifamiliale ,139000,None,3,None,None,,None,No,True,1,None,None,None,None
None,None,None,None,None,None,None,None,No,None,No,None,None,None,None,None,None
8380,House,Maison unifamiliale ,295000,None,3,152,None,,None,No,True,1,None,None,None,None
9320,House,Maison unifamiliale ,299000,None,2,140,None,,None,No,True,1,None,None,None,None
3370,House,Maison unifamiliale ,249000,None,2,140,None,,None,No,True,1,None,None,None,to be renovated
3530,House,Maison unifamiliale ,298500,None,3,None,None,No,None,No,None,None,None,None,None,New
8560,House,Maison unifamiliale ,369000,None,4,220,None,,None,No,True,1,None,None,None,to be renovated
3550,House,Maison unifamiliale ,229000,None,3,150,None,,None,No,True,2,None,None,None,to be renovated
3500,House,Maison unifamiliale ,379000,None,3,None,None,,None,No,True,None,None,None,None,None
3550,House,Maison unifamiliale ,269000,None,4,175,None,,None,No,True,1,None,None,None,to be renovated
3945,House,Maison unifamiliale ,579000,None,3,310,None,,None,No,True,1,None,None,None,New
3920,House,Maison unifamiliale ,265000,None,3,145,None,,None,No,True,1,None,None,None,to be renovated
3800,House,Maison unifamiliale ,265000,None,3,190,None,,None,No,True,1,None,None,None,to be renovated
2220,House,Maison unifamiliale ,394500,None,3,189,None,,None,No,True,1,None,None,None,New
9506,House,Maison unifamiliale ,265000,None,3,None,None,Yes,None,No,True,1,None,None,None,to be renovated
2560,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,New
9800,House,None,None,None,None,None,None,No,None,No,None,None,None,None,None,None
3740,House,Maison unifamiliale ,369000,None,3,200,None,,None,No,None,1,None,None,None,to be renovated
9506,House,Maison unifamiliale ,235000,None,3,188,None,,None,No,True,1,None,None,None,None
2560,House,Maison unifamiliale ,295000,None,3,160,None,,None,No,True,1,None,None,None,to be renovated
7110,House,Maison unifamiliale ,375000,None,3,225,None,,None,No,True,2,None,None,None,fairly new
2830,House,Maison unifamiliale ,289000,None,3,None,None,No,None,No,True,None,None,None,None,None
3920,House,Maison unifamiliale ,287000,None,3,173,None,,None,No,None,1,None,None,None,to be renovated
